etipp,printjob,2,8,67,12,1,86,60,36,0,1,350,1802,2342,4144,6664,0,841,0,315,0,820,10,210,1051,8861,106,60, 1922, 8222, 0.0551509, 4.27784, 77.566, 0.566038, 61, 6.12264, 10.8738, 21, 6.12264, 5.14269, 660, 77.566, 106.745,258, 53.1887, 70.3255, 5, 0.745283, 1.44105, 72, 19.0849, 24.8407, 118, 20.3019, 35.5292, 72, 19.0849,24.8407,402, 909, 2997, 0.303303, 0.442244, 1, 26, 2.58064, 0, 23, 2.58064, 0, 71, 5.13522,0.0481061, 63,5.13522, 0,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/parcprinter/problems/p04.pddl, 515, 1051, 16, 86, 5.375000, -1, 0.064078, 0.488480, 0, 0.583333, 0.613505, 41.069450, 7.222645, 237,942,1,920,926,92,31,106,82,16,210,1499,7.1381,75,41,94,7.1381,90,13.7113,7.1381,86,14.3875,10,0,106,0,0,0,2,88,allfeatures-parcprinter,all-p04.pddl
upp,printjob,2,8,59,12,1,85,60,23,0,1,212,1146,1316,2462,3332,0,321,0,304,0,768,10,180,461,4426,104,60, 1370, 3389, 0.0759124, 2.47372, 32.5865, 0.576923, 60, 5.22115, 8.34929, 20, 5.22115, 5.04014, 600, 32.5865, 66.3161,104, 22.0769, 27.8687, 5, 1.11538, 1.6831, 24, 8.43269, 9.34876, 44, 8.84615, 13.4813, 24, 8.43269,9.34876,358, 396, 1224, 0.323529, 0.90404, 1, 16, 0.885747, 0.0485576, 14, 0.885747, 0.0485576, 39, 1.38744,0.0485576, 31,1.38744, 0.0485576,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/parcprinter/problems/p03.pddl, 474, 461, 17, 85, 5.000000, -2, 0.088608, 0.555522, 0, 0.650000, 0.726292, 26.045557, 0.520607, 186,996,1,831,857,93,30,103,57,17,191,1322,6.92147,78,50,63,6.92147,65,12.49,6.92147,79,13.8564,?,?,?,?,?,?,?,93,allfeatures-parcprinter,all-p03.pddl
upp,printjob,2,8,55,12,1,63,42,23,0,1,212,963,950,1913,2984,0,421,0,203,0,518,7,126,449,4221,79,42, 976, 4125, 0.0809426, 4.22643, 52.2152, 0.531646, 44, 5.02532, 7.1688, 20, 5.02532, 4.91954, 784, 52.2152, 99.5842,158, 36.8228, 45.0953, 5, 0.860759, 1.55681, 63, 12.5063, 21.2888, 76, 12.3038, 25.3124, 63, 12.5063,21.2888,263, 289, 902, 0.320399, 0.910035, 1, 16, 0.890916, 0, 14, 0.890916, 0, 39, 1.38868,0.0555423, 31,1.38868, 0,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/parcprinter/problems/p11.pddl, 322, 449, 14, 71, 5.071429, -3, 0.102484, 0.704065, 0, 0.642857, 0.648127, 30.628059, 2.619154, 245,562,1,478,492,71,23,83,42,14,154,1009,6.55195,62,35,57,6.55195,48,11.1355,6.55195,66,12.1244,?,?,?,?,?,?,?,73,allfeatures-parcprinter,all-p11.pddl
etipp,printjob,2,8,52,12,1,102,72,23,0,1,211,1526,1644,3170,4886,0,601,0,416,0,952,12,144,781,7065,117,72, 1925, 5993, 0.0607792, 3.11325, 51.2222, 0.615385, 73, 4.65812, 9.44454, 14, 4.65812, 3.29247, 936, 51.2222, 103.335,158, 34.7094, 44.473, 5, 0.811966, 1.48457, 48, 12.0684, 15.9039, 71, 13.2821, 22.2909, 48, 12.0684,15.9039,354, 557, 1798, 0.309789, 0.635548, 1, 12, 1.52564, 0.0458299, 12, 1.52564, 0.0458299, 33, 2.82479,0.0458299, 33,2.82479, 0.0458299,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/parcprinter/problems/p20.pddl, 548, 781, 19, 86, 4.526316, -1, 0.054745, 0.387670, 0, 0.513889, 0.499807, 42.080666, 0.092189, 15,1546,1,1234,1302,128,37,129,85,19,245,1988,8.11429,85,49,111,8.11429,100,14.9332,8.11429,109,17.9165,12,0,117,0,0,0,2,112,allfeatures-parcprinter,all-p20.pddl
etipp,printjob,2,8,71,12,1,102,72,36,0,1,350,2370,2806,5176,8728,0,1201,0,423,0,1074,12,252,1453,12301,124,72, 2640, 11784, 0.0469697, 4.46364, 95.0323, 0.580645, 73, 6.26613, 12.2284, 21, 6.26613, 5.14642, 936, 95.0323, 142.333,306, 63.871, 85.4242, 5, 0.766129, 1.45419, 96, 22.4919, 31.5586, 142, 25.0645, 43.7371, 96, 22.4919,31.5586,476, 1089, 3597, 0.302752, 0.437098, 1, 26, 2.63998, 0, 23, 2.63998, 0, 71, 5.26613,0.0445392, 63,5.26613, 0,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/parcprinter/problems/p14.pddl, 663, 1453, 18, 102, 5.666667, -1, 0.055807, 0.457772, 0, 0.569444, 0.596899, 50.710247, 8.119063, 305,1270,1,1244,1250,114,37,126,98,18,248,1974,7.95968,87,49,112,7.95968,108,15.4272,7.95968,102,16.9706,12,0,124,0,0,0,2,106,allfeatures-parcprinter,all-p14.pddl
upp,printjob,2,8,69,12,1,125,90,23,0,1,212,2251,1986,4237,6892,0,1081,0,599,0,1438,15,270,1141,10961,149,90, 2800, 10629, 0.0532143, 3.79607, 71.3356, 0.604027, 90, 5.45638, 10.8402, 20, 5.45638, 5.07062, 1680, 71.3356, 175.902,194, 48.4631, 53.6953, 5, 1.11409, 1.67705, 63, 19.6779, 24.5311, 94, 20.4698, 31.5023, 63, 19.6779,24.5311,523, 591, 1844, 0.320499, 0.884941, 1, 16, 0.917292, 0.0406867, 14, 0.917292, 0.0406867, 39, 1.45598,0.0406867, 31,1.45598, 0.0406867,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/parcprinter/problems/p13.pddl, 854, 1141, 22, 135, 6.136364, -2, 0.066745, 0.508931, 0, 0.600000, 0.663325, 56.408386, 0.578440, 441,2086,1,1726,1806,143,45,148,82,22,276,2432,8.81159,113,75,88,8.81159,90,15.4596,8.81159,119,20.3961,?,?,?,?,?,?,?,142,allfeatures-parcprinter,all-p13.pddl
upp,printjob,2,8,53,12,1,61,42,23,0,1,212,843,938,1781,2600,0,309,0,175,0,462,7,126,365,3409,77,42, 836, 3089, 0.0921053, 3.69498, 40.1169, 0.545455, 42, 5.02597, 6.9319, 20, 5.02597, 4.98302, 560, 40.1169, 72.8833,122, 28.3766, 34.302, 5, 0.961039, 1.59904, 45, 10.8831, 16.5121, 56, 10.3896, 19.1482, 45, 10.8831,16.5121,259, 285, 882, 0.323129, 0.908772, 1, 16, 0.888083, 0, 14, 0.888083, 0, 39, 1.38579,0.0562403, 31,1.38579, 0,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/parcprinter/problems/p01.pddl, 294, 365, 14, 67, 4.785714, -2, 0.112245, 0.620774, 0, 0.571429, 0.622700, 30.043833, 0.460274, 141,522,1,438,450,67,21,70,42,14,134,760,5.67164,57,35,42,5.67164,38,8.60233,5.67164,61,11.4455,?,?,?,?,?,?,?,69,allfeatures-parcprinter,all-p01.pddl
etipp,printjob,2,8,39,12,1,53,36,23,0,1,211,568,826,1394,1868,0,145,0,128,0,316,6,72,235,2049,62,36, 557, 1439, 0.111311, 2.58348, 23.2097, 0.580645, 36, 4.37097, 6.20154, 14, 4.37097, 3.3129, 216, 23.2097, 32.6507,80, 17.5323, 21.5315, 5, 0.774194, 1.45269, 20, 6.20968, 6.77076, 32, 5.41935, 9.39723, 20, 6.20968,6.77076,184, 280, 893, 0.31355, 0.657143, 1, 12, 1.45161, 0, 12, 1.45161, 0, 33, 2.67742,0.0624759, 33,2.67742, 0,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/parcprinter/problems/p05.pddl, 194, 235, 13, 43, 3.307692, -1, 0.092784, 0.467114, 0, 0.500000, 0.500000, 19.212767, 0.000000, 0,480,1,396,410,63,18,68,43,13,129,718,5.56589,47,25,57,5.56589,51,10.0995,5.56589,55,9.43398,6,0,62,0,0,0,2,57,allfeatures-parcprinter,all-p05.pddl
upp,printjob,2,8,55,12,1,69,48,23,0,1,212,912,1060,1972,2716,0,273,0,214,0,556,8,144,369,3488,86,48, 986, 2825, 0.0872211, 2.86511, 32.8488, 0.55814, 48, 5.09302, 7.36053, 20, 5.09302, 5.00843, 384, 32.8488, 58.5002,104, 22.814, 27.6479, 5, 1.04651, 1.64887, 27, 9.24419, 10.8809, 45, 9.09302, 14.337, 27, 9.24419,10.8809,292, 321, 991, 0.323915, 0.909657, 1, 16, 0.881327, 0, 14, 0.881327, 0, 39, 1.37483,0.0532895, 31,1.37483, 0,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/parcprinter/problems/p02.pddl, 350, 369, 15, 71, 4.733333, -2, 0.102857, 0.591118, 0, 0.625000, 0.695971, 25.292685, 0.476965, 145,666,1,558,574,76,24,82,47,15,154,945,6.13636,64,40,50,6.13636,49,10.3441,6.13636,66,11.9164,?,?,?,?,?,?,?,75,allfeatures-parcprinter,all-p02.pddl
etipp,printjob,2,8,43,12,1,69,48,23,0,1,211,790,1094,1884,2580,0,225,0,200,0,480,8,96,345,3073,80,48, 869, 2237, 0.0920598, 2.57422, 27.9625, 0.6, 48, 4.4875, 7.32631, 14, 4.4875, 3.31283, 384, 27.9625, 47.5122,92, 20.4625, 24.9063, 5, 0.8, 1.46969, 20, 7.1375, 7.64157, 38, 6.7, 11.345, 20, 7.1375,7.64157,240, 370, 1183, 0.312764, 0.648649, 1, 12, 1.47917, 0.0552029, 12, 1.47917, 0.0552029, 33, 2.725,0.0552029, 33,2.725, 0.0552029,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/parcprinter/problems/p08.pddl, 288, 345, 15, 57, 3.800000, -1, 0.076389, 0.434292, 0, 0.500000, 0.500000, 26.078262, 0.000000, 0,768,1,624,652,85,24,90,57,15,169,1083,6.40828,61,33,75,6.40828,69,12.2474,6.40828,71,11.9164,8,0,80,0,0,0,2,77,allfeatures-parcprinter,all-p08.pddl
