barman,prob,3,10,34,16,1,65,10,12,0,1,115,2300,2393,4693,8087,0,2672,0,241,0,505,15,65,1596,15331,241,10, 2459, 24376, 0.0980073, 9.91297, 101.145, 0.0414938, 239, 10.2033, 28.4205, 85, 10.2033, 10.2125, 3462, 101.145, 415.813,4200, 101.145, 305.103, 6, 0.0622407, 0.427607, 70, 1.26141, 6.63216, 38, 0.232365, 2.4672, 70, 1.26141,6.63216,505, 4804, 24774, 0.193913, 0.105121, 1, 414, 8.33206, 0.0641484, 436, 8.23247, 0.0641484, 2574, 20.9131,0.128297, 2596,19.6904, 0.0641484,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/barman/problems/pfile07-027.pddl, 267, 1880, 5, 30, 6.000000, -7, -0.078652, 1.120708, 1, 1.000000, 0.000000, 9.439362, 9.664894, 92,308,1,74,308,32,10,27,16,5,78,243,3.11538,51,10,17,3.11538,20,5.19615,3.11538,16,5.09902,9,0,241,0,0,0,2,33,allfeatures-barman,all-pfile07-027.pddl
barman,prob,3,10,34,16,1,65,10,12,0,1,115,2300,2393,4693,8087,0,2672,0,241,0,505,15,65,1596,15331,241,10, 2463, 24376, 0.0978482, 9.89687, 101.145, 0.0414938, 239, 10.2199, 28.4377, 85, 10.2199, 10.2268, 3462, 101.145, 415.807,4200, 101.145, 305.094, 6, 0.0622407, 0.427607, 70, 1.26141, 6.63216, 38, 0.232365, 2.4672, 70, 1.26141,6.63216,505, 4820, 24858, 0.193901, 0.104772, 1, 414, 8.35695, 0.0641484, 436, 8.26567, 0.0641484, 2574, 20.9836,0.128297, 2596,19.7692, 0.0641484,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/barman/problems/pfile07-026.pddl, 267, 1880, 5, 30, 6.000000, -5, -0.078652, 1.086775, 1, 1.000000, 0.000000, 9.106382, 9.664894, 92,308,1,74,308,33,10,27,17,5,78,243,3.11538,51,10,17,3.11538,20,5.09902,3.11538,16,5.09902,9,0,241,0,0,0,2,33,allfeatures-barman,all-pfile07-026.pddl
barman,prob,3,10,39,16,1,78,13,12,0,1,115,3094,3221,6315,10878,0,3672,0,331,0,691,18,80,2194,21053,331,13, 3392, 33488, 0.0975825, 9.87264, 101.172, 0.0392749, 329, 10.2477, 33.8383, 105, 10.2477, 11.0993, 4734, 101.172, 487.813,5900, 101.172, 359.487, 6, 0.0694864, 0.49591, 70, 1.28701, 7.10043, 38, 0.296073, 2.96148, 70, 1.28701,7.10043,691, 6622, 34312, 0.192994, 0.104349, 1, 570, 8.64174, 0.0547989, 598, 8.19763, 0.0547989, 3588, 21.4814,0.109598, 3616,19.8268, 0.0547989,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/barman/problems/pfile09-033.pddl, 363, 2554, 5, 36, 7.200000, -7, -0.071625, 1.145283, 1, 1.000000, 0.000000, 10.911511, 12.089272, 111,378,1,92,378,37,13,32,17,5,94,292,3.10638,62,13,19,3.10638,24,5.65685,3.10638,16,5.09902,12,0,331,0,0,0,2,39,allfeatures-barman,all-pfile09-033.pddl
barman,prob,3,10,40,16,1,81,14,12,0,1,115,3296,3425,6721,11595,0,3920,0,353,0,737,19,85,2344,22491,353,14, 3619, 35788, 0.0975408, 9.88892, 101.382, 0.0396601, 351, 10.2521, 34.9895, 111, 10.2521, 11.2834, 5058, 101.382, 504.893,6312, 101.382, 371.281, 6, 0.082153, 0.574771, 70, 1.4051, 7.7932, 38, 0.385269, 3.49974, 70, 1.4051,7.7932,737, 7064, 36618, 0.192911, 0.104332, 1, 610, 8.73541, 0.0530739, 640, 8.2779, 0.0530739, 3842, 21.6601,0.106148, 3872,20.0714, 0.0530739,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/barman/problems/pfile10-039.pddl, 387, 2728, 5, 38, 7.600000, -7, -0.069767, 1.128806, 1, 1.000000, 0.000000, 12.168621, 12.173754, 116,380,1,94,380,40,14,33,17,5,98,297,3.03061,65,14,19,3.03061,24,5.65685,3.03061,16,5.09902,13,0,353,0,0,0,2,40,allfeatures-barman,all-pfile10-039.pddl
barman,prob,3,10,37,16,1,73,12,12,0,1,115,2784,2893,5677,9793,0,3276,0,295,0,617,17,75,1958,18797,295,12, 3023, 29902, 0.0975852, 9.8915, 101.363, 0.040678, 293, 10.2475, 31.7671, 98, 10.2475, 10.7893, 4236, 101.363, 461.361,5216, 101.363, 338.721, 6, 0.0576271, 0.39497, 70, 1.20678, 6.353, 38, 0.20339, 2.23667, 70, 1.20678,6.353,617, 5914, 30584, 0.193369, 0.104329, 1, 510, 8.62113, 0.0580249, 536, 8.20249, 0.0580249, 3194, 21.5027,0.11605, 3220,19.8671, 0.0580249,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/barman/problems/pfile08-031.pddl, 325, 2292, 5, 33, 6.600000, -7, -0.073846, 1.134396, 1, 1.000000, 0.000000, 9.366492, 10.788831, 100,376,1,90,376,36,12,30,26,5,88,281,3.19318,58,12,18,3.19318,23,5.65685,3.19318,16,5.2915,11,0,295,0,0,0,2,36,allfeatures-barman,all-pfile08-031.pddl
barman,prob,3,10,39,16,1,78,13,12,0,1,115,3094,3221,6315,10878,0,3672,0,331,0,691,18,80,2194,21053,331,13, 3392, 33488, 0.0975825, 9.87264, 101.172, 0.0392749, 329, 10.2477, 33.8389, 105, 10.2477, 11.0993, 4734, 101.172, 487.816,5900, 101.172, 359.491, 6, 0.0543807, 0.376906, 70, 1.15408, 6.16273, 38, 0.187311, 2.11482, 70, 1.15408,6.16273,691, 6622, 34312, 0.192994, 0.104349, 1, 570, 8.64174, 0.0547989, 598, 8.19763, 0.0547989, 3588, 21.4814,0.109598, 3616,19.8268, 0.0547989,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/barman/problems/pfile09-034.pddl, 363, 2554, 5, 35, 7.000000, -8, -0.071625, 1.183143, 1, 1.000000, 0.000000, 9.657009, 11.988254, 107,410,1,98,410,38,13,32,20,5,94,303,3.2234,62,13,19,3.2234,25,5.91608,3.2234,16,5.2915,12,0,331,0,0,0,2,38,allfeatures-barman,all-pfile09-034.pddl
barman,prob,3,10,37,16,1,73,12,12,0,1,115,2784,2893,5677,9793,0,3276,0,295,0,617,17,75,1958,18797,295,12, 3021, 29902, 0.0976498, 9.89805, 101.363, 0.040678, 293, 10.2407, 31.7593, 98, 10.2407, 10.7823, 4236, 101.363, 461.362,5216, 101.363, 338.723, 6, 0.0576271, 0.39497, 70, 1.20678, 6.353, 38, 0.20339, 2.23667, 70, 1.20678,6.353,617, 5906, 30542, 0.193373, 0.10447, 1, 510, 8.61096, 0.0580249, 536, 8.18893, 0.0580249, 3194, 21.4722,0.11605, 3220,19.8332, 0.0580249,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/barman/problems/pfile08-029.pddl, 325, 2292, 5, 33, 6.600000, -7, -0.073846, 1.142504, 1, 1.000000, 0.000000, 9.366492, 10.788831, 100,376,1,90,376,34,12,30,26,5,88,281,3.19318,58,12,18,3.19318,23,5.65685,3.19318,16,5.2915,11,0,295,0,0,0,2,36,allfeatures-barman,all-pfile08-029.pddl
barman,prob,3,10,32,16,1,60,9,12,0,1,115,2025,2105,4130,7122,0,2326,0,210,0,441,14,60,1390,13360,210,9, 2142, 21240, 0.0980392, 9.91597, 101.143, 0.0428571, 208, 10.2, 26.3068, 78, 10.2, 9.85215, 3024, 101.143, 387.907,3616, 101.143, 283.628, 6, 0.0666667, 0.452857, 70, 1.32381, 6.87992, 38, 0.257143, 2.63865, 70, 1.32381,6.87992,441, 4194, 21578, 0.194365, 0.10515, 1, 362, 8.31746, 0.068678, 382, 8.26508, 0.068678, 2238, 20.9437,0.137356, 2258,19.7913, 0.068678,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/barman/problems/pfile06-021.pddl, 234, 1648, 5, 28, 5.600000, -5, -0.081197, 1.052992, 1, 1.000000, 0.000000, 8.871359, 8.584951, 85,274,1,66,274,32,9,25,15,5,72,221,3.06944,47,9,16,3.06944,18,4.79583,3.06944,16,5.09902,8,0,210,0,0,0,2,31,allfeatures-barman,all-pfile06-021.pddl
barman,prob,3,10,32,16,1,60,9,12,0,1,115,2025,2105,4130,7122,0,2326,0,210,0,441,14,60,1390,13360,210,9, 2138, 21240, 0.0982226, 9.93452, 101.143, 0.0428571, 208, 10.181, 26.2911, 78, 10.181, 9.82396, 3024, 101.143, 387.915,3616, 101.143, 283.639, 6, 0.0666667, 0.452857, 70, 1.32381, 6.87992, 38, 0.257143, 2.63865, 70, 1.32381,6.87992,441, 4186, 21536, 0.194372, 0.105351, 1, 362, 8.30317, 0.068678, 382, 8.24603, 0.068678, 2238, 20.9008,0.137356, 2258,19.7437, 0.068678,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/barman/problems/pfile06-023.pddl, 234, 1648, 5, 28, 5.600000, -6, -0.081197, 1.092823, 1, 1.000000, 0.000000, 8.871359, 8.905340, 87,274,1,66,274,29,9,24,13,5,70,215,3.07143,46,9,15,3.07143,18,4.79583,3.07143,16,5.09902,8,0,210,0,0,0,2,29,allfeatures-barman,all-pfile06-023.pddl
barman,prob,3,10,39,16,1,78,13,12,0,1,115,3094,3221,6315,10878,0,3672,0,331,0,691,18,80,2194,21053,331,13, 3392, 33488, 0.0975825, 9.87264, 101.172, 0.0392749, 329, 10.2477, 33.8384, 105, 10.2477, 11.0993, 4734, 101.172, 487.814,5900, 101.172, 359.488, 6, 0.0694864, 0.49591, 70, 1.28701, 7.10043, 38, 0.296073, 2.96148, 70, 1.28701,7.10043,691, 6622, 34312, 0.192994, 0.104349, 1, 570, 8.64174, 0.0547989, 598, 8.19763, 0.0547989, 3588, 21.4814,0.109598, 3616,19.8268, 0.0547989,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/barman/problems/pfile09-035.pddl, 363, 2554, 5, 36, 7.200000, -7, -0.071625, 1.147686, 1, 1.000000, 0.000000, 10.911511, 12.089272, 111,378,1,92,378,36,13,32,17,5,94,292,3.10638,62,13,19,3.10638,24,5.65685,3.10638,16,5.09902,12,0,331,0,0,0,2,39,allfeatures-barman,all-pfile09-035.pddl
barman,prob,3,10,39,16,1,78,13,12,0,1,115,3094,3221,6315,10878,0,3672,0,331,0,691,18,80,2194,21053,331,13, 3388, 33488, 0.0976978, 9.8843, 101.172, 0.0392749, 329, 10.2356, 33.825, 105, 10.2356, 11.0863, 4734, 101.172, 487.82,5900, 101.172, 359.496, 6, 0.0694864, 0.49591, 70, 1.28701, 7.10043, 38, 0.296073, 2.96148, 70, 1.28701,7.10043,691, 6606, 34228, 0.193, 0.104602, 1, 570, 8.62664, 0.0547989, 598, 8.17346, 0.0547989, 3588, 21.4361,0.109598, 3616,19.7724, 0.0547989,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/barman/problems/pfile09-036.pddl, 363, 2554, 5, 36, 7.200000, -9, -0.071625, 1.185470, 1, 1.000000, 0.000000, 10.911511, 12.089272, 111,378,1,92,378,38,13,32,17,5,94,292,3.10638,62,13,19,3.10638,24,5.83095,3.10638,16,5.09902,12,0,331,0,0,0,2,39,allfeatures-barman,all-pfile09-036.pddl
barman,prob,3,10,37,16,1,73,12,12,0,1,115,2784,2893,5677,9793,0,3276,0,295,0,617,17,75,1958,18797,295,12, 3019, 29902, 0.0977145, 9.9046, 101.363, 0.040678, 293, 10.2339, 31.7517, 98, 10.2339, 10.7755, 4236, 101.363, 461.365,5216, 101.363, 338.726, 6, 0.0576271, 0.39497, 70, 1.20678, 6.353, 38, 0.20339, 2.23667, 70, 1.20678,6.353,617, 5898, 30500, 0.193377, 0.104612, 1, 510, 8.60418, 0.0580249, 536, 8.17537, 0.0580249, 3194, 21.4519,0.11605, 3220,19.8061, 0.0580249,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/barman/problems/pfile08-032.pddl, 325, 2292, 5, 33, 6.600000, -8, -0.073846, 1.155892, 1, 1.000000, 0.000000, 9.366492, 10.788831, 100,376,1,90,376,35,12,30,19,5,88,281,3.19318,58,12,18,3.19318,23,5.74456,3.19318,16,5.2915,11,0,295,0,0,0,2,36,allfeatures-barman,all-pfile08-032.pddl
