rover,roverprob6232,1,8,18,26,0,55,3,9,0,0,90,235,324,559,679,0,30,0,36,0,75,8,19,86,500,13,3, 60, 151, 0.216667, 2.51667, 11.6154, 0.230769, 10, 2.07692, 2.58581, 5, 2.07692, 1.3279, 68, 11.6154, 19.8593,22, 5.07692, 5.58103, 0, 0, 0, 8, 1.23077, 2.42277, 0, 0, 0, 8, 1.23077,2.42277,29, 40, 92, 0.434783, 0.725, 1, 3, 1.12821, 0.128008, 4, 1.12821, 0.128008, 5, 1.20513,0.128008, 6,1.20513, 0.128008,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/storage06/problems/p04.pddl, 50, 86, 3, 8, 2.666667, -1, 0.080000, 0.523068, 1, 1.000000, 0.000000, 6.430233, 0.000000, 0,10,1,10,10,8,3,8,8,3,17,23,1.35294,9,3,5,1.35294,5,0,1.35294,6,1.41421,3,2,13,3,0,0,1,12,allfeatures-storage06,all-p04.pddl
rover,roverprob3726,1,8,16,26,0,54,3,9,0,0,90,212,362,574,699,0,16,0,28,0,61,8,21,76,429,13,3, 55, 129, 0.236364, 2.34545, 9.92308, 0.230769, 10, 2.30769, 2.58352, 5, 2.30769, 1.43498, 64, 9.92308, 16.6478,14, 4.92308, 3.81216, 0, 0, 0, 10, 1.69231, 3.21976, 0, 0, 0, 10, 1.69231,3.21976,31, 41, 95, 0.431579, 0.756098, 1, 2, 1.16667, 0.128008, 2, 0.871795, 0.128008, 2, 1.16667,0.128008, 2,0.871795, 0.128008,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/storage06/problems/p03.pddl, 44, 76, 4, 10, 2.500000, -2, 0.090909, 0.668043, 1, 1.000000, 0.000000, 5.723684, 0.236842, 4,11,1,11,11,9,3,9,9,4,18,26,1.44444,9,3,6,1.44444,6,1,1.44444,6,1.73205,3,2,13,2,0,0,1,13,allfeatures-storage06,all-p03.pddl
rover,roverprob1234,1,8,77,26,0,1338,21,9,0,0,90,7998,75122,83120,91540,0,3162,0,223,0,869,55,533,5782,27368,96,21, 1019, 13028, 0.09421, 12.7851, 135.708, 0.21875, 62, 6.83333, 10.8692, 39, 6.83333, 6.1537, 1821, 135.708, 340.743,763, 63.6042, 118.235, 0, 0, 0, 84, 11.75, 23.9361, 0, 0, 0, 84, 11.75,23.9361,615, 2582, 5878, 0.439265, 0.238187, 1, 9, 3.03618, 0.403996, 9, 1.63374, 0.151498, 9, 3.03618,0.403996, 9,1.63374, 0.151498,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/storage06/problems/p24.pddl, 710, 5782, 5, 75, 15.000000, -6, 0.030986, 0.664299, 1, 1.000000, 0.000000, 35.526981, 7.463508, 118,97,1,97,97,74,21,44,54,5,84,85,1.0119,49,21,14,1.0119,2,0,1.0119,5,1,9,8,96,9,0,0,1,101,allfeatures-storage06,all-p24.pddl
rover,roverprob3549,1,8,92,26,0,1632,16,9,0,0,90,12491,122333,134824,149914,0,5111,0,286,0,1200,65,758,9668,45274,132,16, 1578, 22002, 0.0836502, 13.943, 166.682, 0.121212, 72, 7.58333, 12.3889, 47, 7.58333, 7.78989, 2868, 166.682, 461.849,629, 87.5227, 121.425, 0, 0, 0, 112, 11.1515, 30.8192, 0, 0, 0, 112, 11.1515,30.8192,892, 4936, 12020, 0.410649, 0.180713, 1, 41, 1.66262, 0.0431897, 42, 0.890541, 0, 81, 2.03124,0.0431897, 82,1.25916, 0,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/storage06/problems/p29.pddl, 990, 9668, 4, 46, 11.500000, -2, 0.018182, 0.335858, 1, 1.000000, 0.000000, 22.146257, 3.520377, 36,52,1,52,52,48,16,24,36,4,50,41,0.82,30,16,4,0.82,2,0,0.82,4,0,13,10,132,10,0,0,5,48,allfeatures-storage06,all-p29.pddl
rover,roverprob2006,1,8,103,26,0,2128,24,9,0,0,90,12677,179128,191805,206128,0,4114,0,300,0,1480,75,1030,9059,42226,141,24, 1769, 19244, 0.079706, 10.8785, 136.482, 0.170213, 82, 8.42553, 14.1788, 53, 8.42553, 8.79493, 2434, 136.482, 352.194,645, 65.9149, 106.623, 0, 0, 0, 112, 12.9645, 30.7418, 0, 0, 0, 112, 12.9645,30.7418,1162, 4661, 10483, 0.444625, 0.249303, 1, 10, 3.18274, 0.334472, 9, 1.41589, 0.041809, 10, 3.18274,0.334472, 9,1.41589, 0.041809,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/storage06/problems/p31.pddl, 1268, 9059, 4, 81, 20.250000, -7, 0.019716, 0.491655, 1, 1.000000, 0.000000, 36.935425, 9.318910, 94,104,1,104,104,82,24,52,64,4,94,96,1.02128,55,24,15,1.02128,2,0,1.02128,5,1,13,12,141,12,0,0,5,103,allfeatures-storage06,all-p31.pddl
rover,roverprob7126,1,8,27,26,0,165,9,9,0,0,90,778,2306,3084,3927,0,96,0,59,0,154,18,72,436,2100,33,9, 160, 768, 0.20625, 4.8, 23.2727, 0.272727, 22, 3.42424, 4.72921, 11, 3.42424, 2.78557, 183, 23.2727, 41.0538,48, 14.4545, 15.8842, 0, 0, 0, 48, 8.36364, 16.311, 0, 0, 0, 48, 8.36364,16.311,102, 287, 705, 0.407092, 0.355401, 1, 9, 2.17273, 0.337605, 9, 1.53333, 0.337605, 16, 2.83939,0.67521, 16,2.2, 0.337605,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/storage06/problems/p11.pddl, 118, 436, 5, 27, 5.400000, -4, 0.084746, 0.849489, 1, 1.000000, 0.000000, 14.596331, 1.917431, 30,30,1,30,30,27,9,23,22,5,42,71,1.69048,20,9,13,1.69048,10,2,1.69048,8,2,4,4,33,4,0,0,0,31,allfeatures-storage06,all-p11.pddl
rover,roverprob7182,1,8,60,26,0,817,20,9,0,0,90,5406,25770,31176,37693,0,1950,0,195,0,627,37,311,3976,18660,90,20, 698, 8543, 0.12894, 12.2393, 94.9222, 0.222222, 39, 4.67778, 7.71554, 24, 4.67778, 3.94075, 1196, 94.9222, 237.108,407, 52.7222, 78.0592, 0, 0, 0, 96, 14.0444, 27.2812, 0, 0, 0, 96, 14.0444,27.2812,417, 2010, 4973, 0.404183, 0.207463, 1, 6, 1.07785, 0, 6, 0.880074, 0, 6, 1.07785,0, 6,0.880074, 0,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/storage06/problems/p20.pddl, 478, 3976, 4, 62, 15.500000, -8, 0.046025, 0.758477, 1, 1.000000, 0.000000, 30.559105, 8.030433, 79,69,1,69,69,63,20,51,51,4,86,95,1.10465,50,20,16,1.10465,2,0,1.10465,5,1,10,8,90,8,0,0,5,105,allfeatures-storage06,all-p20.pddl
rover,roverprob1425,1,8,31,26,0,210,8,9,0,0,90,929,2551,3480,4246,0,239,0,65,0,165,15,65,525,2559,38,8, 166, 1062, 0.228916, 6.39759, 27.9474, 0.210526, 23, 2.63158, 4.28842, 10, 2.63158, 2.09537, 280, 27.9474, 58.0413,69, 17.0526, 18.2165, 0, 0, 0, 32, 3.57895, 7.93603, 0, 0, 0, 32, 3.57895,7.93603,111, 339, 792, 0.42803, 0.327434, 1, 4, 1.93012, 0.236929, 4, 0.984211, 0.0789762, 4, 1.93012,0.236929, 4,0.984211, 0.0789762,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/storage06/problems/p14.pddl, 120, 525, 4, 23, 5.750000, -3, 0.075000, 0.720677, 1, 1.000000, 0.000000, 11.954287, 2.500952, 23,28,1,28,28,23,8,22,18,4,37,55,1.48649,18,8,11,1.48649,8,1.41421,1.48649,7,1.73205,5,4,38,4,0,0,3,25,allfeatures-storage06,all-p14.pddl
rover,roverprob6152,1,8,30,26,0,193,12,9,0,0,90,1157,3102,4259,5745,0,201,0,79,0,203,19,83,749,3529,43,12, 229, 1349, 0.187773, 5.89083, 31.3721, 0.27907, 28, 3.81395, 6.27752, 12, 3.81395, 2.75559, 383, 31.3721, 69.7774,54, 19.9302, 17.2619, 0, 0, 0, 54, 10.9302, 18.4181, 0, 0, 0, 54, 10.9302,18.4181,131, 473, 1239, 0.381759, 0.276956, 1, 11, 2.57907, 0.446856, 10, 2.03508, 0.297904, 19, 3.19535,0.819237, 18,2.65136, 0.297904,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/storage06/problems/p13.pddl, 148, 749, 4, 32, 8.000000, -5, 0.087838, 0.936707, 1, 1.000000, 0.000000, 16.280373, 4.974633, 42,40,1,40,40,34,12,31,27,4,53,62,1.16981,28,12,13,1.16981,6,0,1.16981,5,1,7,4,43,4,0,0,3,46,allfeatures-storage06,all-p13.pddl
rover,roverprob1234,1,8,13,26,0,45,3,9,0,0,90,173,269,442,546,0,16,0,23,0,48,9,20,63,363,13,3, 45, 127, 0.288889, 2.82222, 9.76923, 0.230769, 12, 2.15385, 3.20687, 7, 2.15385, 1.5113, 78, 9.76923, 20.0774,20, 5.38462, 5.28479, 0, 0, 0, 6, 1.38462, 2.52795, 0, 0, 0, 6, 1.38462,2.52795,28, 40, 98, 0.408163, 0.7, 1, 3, 1.15385, 0.128008, 4, 0.5, 0, 5, 1.26923,0.128008, 6,0.615385, 0,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/storage06/problems/p01.pddl, 35, 63, 4, 9, 2.250000, -2, 0.114286, 0.707972, 1, 1.000000, 0.000000, 5.269842, 0.095238, 2,9,1,9,9,9,3,9,7,4,18,30,1.66667,9,3,6,1.66667,7,1.41421,1.66667,7,1.73205,2,1,13,2,0,0,1,11,allfeatures-storage06,all-p01.pddl
