scanalyzer3d,scanalyzer3d-19,2,3,16,7,1,41,16,4,0,1,51,2201,1696,3897,8953,0,0,0,16,0,80,16,128,1792,10096,16,16, 120, 5376, 0.133333, 44.8, 336, 1, 15, 7.5, 7.5, 8, 7.5, 0.5, 672, 336, 336,448, 336, 112, 15, 7.5, 7.5, 448, 336, 112, 672, 336, 336, 448, 336,112,80, 2688, 6272, 0.428571, 0.0297619, 1, 28, 28, 0, 28, 14, 0, 56, 56,0, 56,28, 0,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/scanalyzer-strips08/problems/p04.pddl, 72, 2048, 2, 11, 5.500000, -5, 0.111111, 1.061387, -5, -0.625000, 1.899835, 6.750000, 5.250000, 39,12,1,12,12,11,8,8,5,2,24,16,0.666667,16,8,0,0.666667,1,0,0.666667,2,0,1,0,16,0,0,0,15,12,allfeatures-scanalyzer-strips08,all-p04.pddl,bfs-f,scanalyzer-strips08,000,0,True
scanalyzer3d,scanalyzer3d-11,2,3,12,7,1,17,12,4,0,1,51,449,862,1311,2031,0,0,0,12,0,48,12,72,300,1674,12,12, 66, 660, 0.181818, 10, 55, 1, 11, 5.5, 5.5, 6, 5.5, 0.5, 110, 55, 55,100, 55, 45, 11, 5.5, 5.5, 100, 55, 45, 110, 55, 55, 100, 55,45,48, 570, 1170, 0.487179, 0.0842105, 1, 15, 8.75, 0.661547, 15, 7.5, 0, 30, 17.5,1.32309, 30,15, 0,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/scanalyzer-strips08/problems/p03.pddl, 42, 360, 3, 12, 4.000000, -7, 0.190476, 1.776005, -7, -0.666667, 2.687419, 12.361111, 9.722221, 57,14,1,14,14,13,6,13,4,3,25,41,1.64,12,6,7,1.64,11,2.23607,1.64,5,1.73205,1,0,12,0,0,0,11,14,allfeatures-scanalyzer-strips08,all-p03.pddl,bfs-f,scanalyzer-strips08,001,0,True
scanalyzer3d,scanalyzer3d-51,2,3,8,7,1,7,8,4,0,1,51,559,520,1079,3367,0,0,0,8,0,24,4,16,508,4388,8,8, 28, 5632, 0.285714, 201.143, 704, 1, 7, 3.5, 3.5, 4, 3.5, 0.5, 1408, 704, 704,1152, 704, 448, 7, 3.5, 3.5, 1152, 704, 448, 1408, 704, 704, 1152, 704,448,24, 1024, 4352, 0.235294, 0.0234375, 1, 48, 40, 4.94975, 48, 32, 0, 192, 160,19.799, 192,128, 0,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/scanalyzer-strips08/problems/p24.pddl, 20, 512, 4, 8, 2.000000, -7, 0.200000, 3.867816, 1, 3.375000, 2.446298, 8.476562, 16.523438, 104,14,1,14,14,7,8,12,4,4,19,54,2.84211,8,4,7,2.84211,10,3.16228,2.84211,9,2.82843,?,?,?,?,?,?,?,7,allfeatures-scanalyzer-strips08,all-p24.pddl,bfs-f,scanalyzer-strips08,002,0,True
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,42,1,33,42,25,24,24,6,4,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,allfeatures-scanalyzer-strips08,all-p29.pddl,bfs-f,scanalyzer-strips08,003,0,True
scanalyzer3d,scanalyzer3d-27,2,3,24,7,1,55,24,4,0,1,51,6319,3714,10033,22849,0,0,0,24,0,168,24,288,5544,29016,24,24, 276, 12672, 0.0869565, 45.913, 528, 1, 23, 11.5, 11.5, 12, 11.5, 0.5, 1056, 528, 528,924, 528, 396, 23, 11.5, 11.5, 924, 528, 396, 1056, 528, 528, 924, 528,396,168, 10296, 21384, 0.481481, 0.016317, 1, 66, 49.5, 6.45543, 66, 33, 0, 132, 99,12.9109, 132,66, 0,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/scanalyzer-strips08/problems/p11.pddl, 156, 6048, 2, 17, 8.500000, -11, 0.076923, 1.227560, -11, -0.625000, 2.658516, 9.333333, 7.333333, 55,19,1,19,19,17,12,12,7,2,36,35,0.972222,24,12,0,0.972222,12,1.73205,0.972222,3,1,1,0,24,0,0,0,23,18,allfeatures-scanalyzer-strips08,all-p11.pddl,bfs-f,scanalyzer-strips08,004,0,True
scanalyzer3d,scanalyzer3d-42,2,3,36,7,1,109,36,4,0,1,51,29701,8838,38539,99451,0,0,0,36,0,360,36,648,27540,141534,36,36, 630, 60588, 0.0571429, 96.1714, 1683, 1, 35, 17.5, 17.5, 18, 17.5, 0.5, 3366, 1683, 1683,3060, 1683, 1377, 35, 17.5, 17.5, 3060, 1683, 1377, 3366, 1683, 1683, 3060, 1683,1377,360, 52326, 107406, 0.487179, 0.00687994, 1, 153, 114.75, 12.3958, 153, 76.5, 0, 306, 229.5,24.7917, 306,153, 0,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/scanalyzer-strips08/problems/p20.pddl, 342, 29160, 2, 26, 13.000000, -17, 0.052632, 1.229573, -17, -0.666667, 3.282953, 13.138889, 10.388889, 85,28,1,28,28,26,18,18,10,2,54,53,0.981481,36,18,0,0.981481,18,2.23607,0.981481,3,1,1,0,36,0,0,0,35,27,allfeatures-scanalyzer-strips08,all-p20.pddl,bfs-f,scanalyzer-strips08,005,0,True
scanalyzer3d,scanalyzer3d-32,2,3,28,7,1,71,28,4,0,1,51,11327,5152,16479,39607,0,0,0,28,0,224,28,392,10192,52906,28,28, 378, 22932, 0.0740741, 60.6667, 819, 1, 27, 13.5, 13.5, 14, 13.5, 0.5, 1638, 819, 819,1456, 819, 637, 27, 13.5, 13.5, 1456, 819, 637, 1638, 819, 819, 1456, 819,637,224, 19110, 39494, 0.483871, 0.0117216, 1, 91, 68.25, 8.2916, 91, 45.5, 0, 182, 136.5,16.5832, 182,91, 0,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/scanalyzer-strips08/problems/p14.pddl, 210, 10976, 2, 20, 10.000000, -13, 0.066667, 1.228756, -13, -0.642857, 2.881149, 10.607142, 8.357142, 65,22,1,22,22,20,14,14,8,2,42,41,0.97619,28,14,0,0.97619,14,2,0.97619,3,1,1,0,28,0,0,0,27,21,allfeatures-scanalyzer-strips08,all-p14.pddl,bfs-f,scanalyzer-strips08,006,0,True
scanalyzer3d,scanalyzer3d-34,2,3,28,7,1,113,28,4,0,1,51,19601,5782,25383,73207,0,0,0,28,0,224,28,392,17836,98770,28,28, 378, 53508, 0.0740741, 141.556, 1911, 1, 27, 13.5, 13.5, 14, 13.5, 0.5, 3822, 1911, 1911,2548, 1911, 637, 27, 13.5, 13.5, 2548, 1911, 637, 3822, 1911, 1911, 2548, 1911,637,224, 26754, 62426, 0.428571, 0.00837258, 1, 91, 91, 0, 91, 45.5, 0, 182, 182,0, 182,91, 0,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/scanalyzer-strips08/problems/p13.pddl, 210, 19208, 2, 20, 10.000000, -8, 0.066667, 0.948851, -8, -0.678571, 2.268630, 10.607142, 8.357142, 72,21,1,21,21,20,14,14,8,2,42,28,0.666667,28,14,0,0.666667,1,0,0.666667,2,0,1,0,28,0,0,0,27,21,allfeatures-scanalyzer-strips08,all-p13.pddl,bfs-f,scanalyzer-strips08,007,0,True
scanalyzer3d,scanalyzer3d-14,2,3,12,7,1,25,12,4,0,1,51,745,918,1663,3247,0,0,0,12,0,48,12,72,540,3114,12,12, 66, 1620, 0.181818, 24.5455, 135, 1, 11, 5.5, 5.5, 6, 5.5, 0.5, 270, 135, 135,180, 135, 45, 11, 5.5, 5.5, 180, 135, 45, 270, 135, 135, 180, 135,45,48, 810, 1890, 0.428571, 0.0592593, 1, 15, 15, 0, 15, 7.5, 0, 30, 30,0, 30,15, 0,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/scanalyzer-strips08/problems/p01.pddl, 42, 648, 2, 8, 4.000000, -4, 0.142857, 1.124858, -4, -0.583333, 1.753964, 5.416667, 4.166667, 28,9,1,9,9,8,6,6,4,2,18,12,0.666667,12,6,0,0.666667,1,0,0.666667,2,0,1,0,12,0,0,0,11,9,allfeatures-scanalyzer-strips08,all-p01.pddl,bfs-f,scanalyzer-strips08,008,0,True
scanalyzer3d,scanalyzer3d-56,2,3,16,7,1,14,16,4,0,1,51,20606,4328,24934,110886,0,0,0,16,0,80,8,64,20448,178192,16,16, 72, 231424, 0.222222, 3214.22, 14464, 1, 13, 4.5, 5.31507, 5, 4.5, 0.5, 36352, 14464, 15387.2,32256, 14464, 12984.9, 13, 4.5, 5.31507, 32256, 14464, 12984.9, 36352, 14464, 15387.2, 32256, 14464,12984.9,80, 61440, 249856, 0.245902, 0.00130208, 1, 896, 576, 60, 896, 480, 15, 3584, 2304,240, 3584,1920, 15,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/scanalyzer-strips08/problems/p27.pddl, 72, 20480, 6, 25, 4.166667, -19, 0.208333, 5.542606, 1, 5.125000, 6.081478, 15.981201, 50.992188, 751,36,1,29,36,24,16,27,6,6,43,131,3.04651,16,11,16,3.04651,22,4.47214,3.04651,10,3,?,?,?,?,?,?,?,23,allfeatures-scanalyzer-strips08,all-p27.pddl,bfs-f,scanalyzer-strips08,009,1,True
scanalyzer3d,scanalyzer3d-17,2,3,16,7,1,29,16,4,0,1,51,1421,1588,3009,5761,0,0,0,16,0,80,16,128,1120,6064,16,16, 120, 2688, 0.133333, 22.4, 168, 1, 15, 7.5, 7.5, 8, 7.5, 0.5, 336, 168, 168,280, 168, 112, 15, 7.5, 7.5, 280, 168, 112, 336, 168, 168, 280, 168,112,80, 2016, 4256, 0.473684, 0.0396825, 1, 28, 21, 3.28125, 28, 14, 0, 56, 42,6.5625, 56,28, 0,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/scanalyzer-strips08/problems/p05.pddl, 72, 1280, 2, 11, 5.500000, -7, 0.111111, 1.219694, -7, -0.562500, 2.149673, 6.750000, 5.250000, 35,13,1,13,13,11,8,8,5,2,24,23,0.958333,16,8,0,0.958333,8,1.41421,0.958333,3,1,1,0,16,0,0,0,15,12,allfeatures-scanalyzer-strips08,all-p05.pddl,bfs-f,scanalyzer-strips08,010,1,True
scanalyzer3d,scanalyzer3d-12,2,3,12,7,1,19,12,4,0,1,51,523,876,1399,2335,0,0,0,12,0,48,12,72,360,2034,12,12, 66, 900, 0.181818, 13.6364, 75, 1, 11, 5.5, 5.5, 6, 5.5, 0.5, 150, 75, 75,120, 75, 45, 11, 5.5, 5.5, 120, 75, 45, 150, 75, 75, 120, 75,45,48, 630, 1350, 0.466667, 0.0761905, 1, 15, 11.25, 1.98464, 15, 7.5, 0, 30, 22.5,3.96928, 30,15, 0,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/scanalyzer-strips08/problems/p02.pddl, 42, 432, 2, 8, 4.000000, -5, 0.142857, 1.206558, -5, -0.500000, 1.848423, 5.416667, 4.166667, 25,10,1,10,10,8,6,6,4,2,18,17,0.944444,12,6,0,0.944444,6,1,0.944444,3,1,1,0,12,0,0,0,11,9,allfeatures-scanalyzer-strips08,all-p02.pddl,bfs-f,scanalyzer-strips08,011,0,True
