grid-visit-all,grid-50,1,2,2500,4,0,9802,2500,1,0,0,6,32101,12300,44401,59003,0,0,0,2500,0,7498,1,2500,9800,54193,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,62500,1,62500,62500,2499,2499,2992,877,50,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,allfeatures-visitall,all-problem50.pddl,bfs-f,visitall,000,0,True
grid-visit-all,grid-40,1,2,1600,4,0,6242,1600,1,0,0,6,20481,7840,28321,37603,0,0,0,1600,0,4798,1,1600,6240,34553,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/visitall/problems/problem40.pddl, 3199, 6240, 40, 1599, 39.974998, -4, 0.499844, 0.560152, 1, 1.000000, 0.000000, 156.886215, 2.042948, 2358,32000,1,32000,32000,1599,1599,1912,490,40,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,allfeatures-visitall,all-problem40.pddl,bfs-f,visitall,001,1,True
grid-visit-all,grid-36,1,2,1296,4,0,5042,1296,1,0,0,6,16561,6336,22897,30387,0,0,0,1296,0,3886,1,1296,5040,27929,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/visitall/problems/problem36.pddl, 2591, 5040, 36, 1295, 35.972221, -4, 0.499807, 0.566582, 1, 1.000000, 0.000000, 140.821045, 2.046825, 1906,23328,1,23328,23328,1295,1295,1546,447,36,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,allfeatures-visitall,all-problem36.pddl,bfs-f,visitall,002,1,True
grid-visit-all,grid-30,1,2,900,4,0,3482,900,1,0,0,6,11461,4380,15841,21003,0,0,0,900,0,2698,1,900,3480,19313,900,899, 899, 3476, 1.00111, 3.86652, 3.86222, 0.998889, 899, 0.998889, 29.95, 1, 0.998889, 0.0333148, 3476, 3.86222, 115.802,4, 3.86222, 0.375523, 0, 0, 0, 4, 3.86222, 0.375523, 0, 0, 0, 4, 3.86222,0.375523,2698, 6956, 10432, 0.666794, 0.387867, 1, 4, 1.93541, 0.0332963, 4, 1.00096, 0.0166481, 4, 1.93541,0.0332963, 4,1.00096, 0.0166481,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/visitall/problems/problem30.pddl, 1799, 3480, 30, 899, 29.966667, -4, 0.499722, 0.579313, 1, 1.000000, 0.000000, 116.692535, 2.054023, 1318,13500,1,13500,13500,899,899,1074,356,30,2027,2026,0.999507,1128,899,0,0.999507,899,19.9249,0.999507,3,0,?,?,?,?,?,?,?,?,allfeatures-visitall,all-problem30.pddl,bfs-f,visitall,003,2,True
grid-visit-all,grid-22,1,2,484,4,0,1850,484,1,0,0,6,6117,2332,8449,11179,0,0,0,484,0,1450,1,484,1848,10289,484,483, 483, 1844, 1.00207, 3.81781, 3.80992, 0.997934, 483, 0.997934, 21.9319, 1, 0.997934, 0.0454076, 1844, 3.80992, 83.7315,4, 3.80992, 0.441898, 0, 0, 0, 4, 3.80992, 0.441898, 0, 0, 0, 4, 3.80992,0.441898,1450, 3692, 5536, 0.666908, 0.392741, 1, 4, 1.91285, 0.0453606, 4, 1.00169, 0.0226803, 4, 1.91285,0.0453606, 4,1.00169, 0.0226803,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/visitall/problems/problem22.pddl, 967, 1848, 22, 483, 21.954546, -4, 0.499483, 0.606539, 1, 1.000000, 0.000000, 84.420998, 2.067100, 702,5324,1,5324,5324,483,483,582,211,22,1091,1090,0.999083,608,483,0,0.999083,483,14.5602,0.999083,3,0,?,?,?,?,?,?,?,?,allfeatures-visitall,all-problem22.pddl,bfs-f,visitall,004,3,True
grid-visit-all,grid-32,1,2,1024,4,0,3970,1024,1,0,0,6,13057,4992,18049,23939,0,0,0,1024,0,3070,1,1024,3968,22009,1024,1023, 1023, 3964, 1.00098, 3.87488, 3.87109, 0.999023, 1023, 0.999023, 31.9531, 1, 0.999023, 0.0312347, 3964, 3.87109, 123.814,4, 3.87109, 0.363071, 0, 0, 0, 4, 3.87109, 0.363071, 0, 0, 0, 4, 3.87109,0.363071,3070, 7932, 11896, 0.666779, 0.38704, 1, 4, 1.93933, 0.0312195, 4, 1.00085, 0.0156097, 4, 1.93933,0.0312195, 4,1.00085, 0.0156097,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/visitall/problems/problem32.pddl, 2047, 3968, 32, 1023, 31.968750, -4, 0.499756, 0.574558, 1, 1.000000, 0.000000, 124.740425, 2.051411, 1502,16384,1,16384,16384,1023,1023,1230,373,32,2310,2309,0.999567,1287,1023,0,0.999567,1023,21.2603,0.999567,3,0,?,?,?,?,?,?,?,?,allfeatures-visitall,all-problem32.pddl,bfs-f,visitall,005,0,True
grid-visit-all,grid-12,1,2,144,4,0,530,144,1,0,0,6,1777,672,2449,3219,0,0,0,144,0,430,1,144,528,2969,144,143, 143, 524, 1.00699, 3.66434, 3.63889, 0.993056, 143, 0.993056, 11.8752, 1, 0.993056, 0.0830435, 524, 3.63889, 43.5148,4, 3.63889, 0.607946, 0, 0, 0, 4, 3.63889, 0.607946, 0, 0, 0, 4, 3.63889,0.607946,430, 1052, 1576, 0.667513, 0.408745, 1, 4, 1.84491, 0.0827546, 4, 1.00463, 0.0413773, 4, 1.84491,0.0827546, 4,1.00463, 0.0413773,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/visitall/problems/problem12.pddl, 287, 528, 12, 143, 11.916667, -4, 0.498258, 0.687745, 1, 1.000000, 0.000000, 43.655300, 2.083333, 202,864,1,864,864,143,143,174,65,12,327,326,0.996942,184,143,0,0.996942,143,7.81025,0.996942,3,0,1,0,144,0,0,0,143,153,allfeatures-visitall,all-problem12.pddl,bfs-f,visitall,006,0,True
grid-visit-all,grid-48,1,2,2304,4,0,9026,2304,1,0,0,6,29569,11328,40897,54339,0,0,0,2304,0,6910,1,2304,9024,49913,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,55296,1,55296,55296,2303,2303,2751,823,48,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,allfeatures-visitall,all-problem48.pddl,bfs-f,visitall,007,1,True
grid-visit-all,grid-46,1,2,2116,4,0,8282,2116,1,0,0,6,27141,10396,37537,49867,0,0,0,2116,0,6346,1,2116,8280,45809,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,48668,1,48668,48668,2115,2115,2526,743,46,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,allfeatures-visitall,all-problem46.pddl,bfs-f,visitall,008,1,True
grid-visit-all,grid-26,1,2,676,4,0,2602,676,1,0,0,6,8581,3276,11857,15707,0,0,0,676,0,2026,1,676,2600,14449,676,675, 675, 2596, 1.00148, 3.84593, 3.84024, 0.998521, 675, 0.998521, 25.9423, 1, 0.998521, 0.0384331, 2596, 3.84024, 99.7723,4, 3.84024, 0.404753, 0, 0, 0, 4, 3.84024, 0.404753, 0, 0, 0, 4, 3.84024,0.404753,2026, 5196, 7792, 0.666838, 0.389915, 1, 4, 1.92581, 0.0384046, 4, 1.00125, 0.0192023, 4, 1.92581,0.0384046, 4,1.00125, 0.0192023,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/visitall/problems/problem26.pddl, 1351, 2600, 26, 675, 25.961538, -4, 0.499630, 0.590919, 1, 1.000000, 0.000000, 100.576149, 2.060000, 986,8788,1,8788,8788,675,675,813,233,26,1523,1522,0.999343,848,675,0,0.999343,675,17.2627,0.999343,3,0,?,?,?,?,?,?,?,?,allfeatures-visitall,all-problem26.pddl,bfs-f,visitall,009,1,True
