?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/pathways06/problems/p04.pddl, 119, 153, 7, 19, 2.714286, -4, 0.075630, 0.637216, 1, 1.000000, 0.000000, 4.869281, 0.862745, 21,34,1,18,34,19,4,8,15,7,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,allfeatures-pathways06,all-p04.pddl,bfs-f,pathways06,000,0,True
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/pathways06/problems/p03.pddl, 99, 118, 6, 21, 3.500000, -6, 0.080808, 0.960606, 1, 1.000000, 0.000000, 6.906779, 1.610170, 30,26,1,18,26,21,3,6,16,6,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,allfeatures-pathways06,all-p03.pddl,bfs-f,pathways06,001,0,True
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/pathways06/problems/p24.pddl, 547, 2068, 12, 159, 13.250000, -27, 0.031079, 1.759005, 1, 1.000000, 0.000000, 11.956479, 4.408123, 618,744,1,366,744,155,31,85,101,12,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,allfeatures-pathways06,all-p24.pddl,bfs-f,pathways06,002,0,True
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/pathways06/problems/p29.pddl, 505, 2062, 8, 157, 19.625000, -24, 0.029703, 1.700643, 1, 1.000000, 0.000000, 14.100873, 6.870029, 431,644,1,379,644,170,39,92,116,8,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,allfeatures-pathways06,all-p29.pddl,bfs-f,pathways06,003,0,True
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/pathways06/problems/p11.pddl, 266, 727, 7, 70, 10.000000, -12, 0.052632, 1.171823, 1, 1.000000, 0.000000, 11.441541, 3.214581, 119,178,1,118,178,73,15,39,53,7,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,allfeatures-pathways06,all-p11.pddl,bfs-f,pathways06,004,0,True
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/pathways06/problems/p20.pddl, 458, 1530, 9, 139, 15.444445, -25, 0.039301, 1.781328, 1, 1.000000, 0.000000, 15.038563, 5.058170, 391,525,1,251,525,141,27,75,89,9,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,allfeatures-pathways06,all-p20.pddl,bfs-f,pathways06,005,0,True
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/pathways06/problems/p14.pddl, 321, 1073, 8, 96, 12.000000, -19, 0.049844, 1.618817, 1, 1.000000, 0.000000, 11.265611, 3.517241, 235,251,1,118,251,95,18,39,66,8,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,allfeatures-pathways06,all-p14.pddl,bfs-f,pathways06,006,0,True
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/pathways06/problems/p13.pddl, 314, 1201, 12, 97, 8.083333, -21, 0.073248, 1.762413, 1, 1.000000, 0.000000, 11.004163, 2.385512, 318,267,1,151,267,93,17,46,67,12,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,allfeatures-pathways06,all-p13.pddl,bfs-f,pathways06,007,1,True
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,  1, /home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/pathways06/problems/p01.pddl, 63, 78, 4, 6, 1.500000, -2, 0.031746, 0.470334, 1, 1.000000, 0.000000, 2.820513, 0.410256, 4,6,1,6,6,6,1,2,6,4,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,allfeatures-pathways06,all-p01.pddl,bfs-f,pathways06,008,1,True
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,976,1,392,976,171,35,98,114,13,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?allfeatures-pathways06,all-p27.pddl,bfs-f,pathways06,009,1,True
