
scanalyzer3d,scanalyzer3d-21,2,3,20,7,1,37,20,4,0,1,51,2797,2486,5283,10483,0,0,0,20,0,120,20,200,2340,12150,20,20,190,4860,0.105263,25.5789,243,1,19,9.5,9.5,10,9.5,0.5,486,243,243,468,243,225,19,9.5,9.5,468,243,225,486,243,243,468,243,225,120,4590,9270,0.495146,0.026144,1,45,24.75,0.955919,45,22.5,0,90,49.5,1.91184,90,45,0,1,/home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/scanalyzer/problems/p04.pddl,110,2600,3,22,7.333333,-13,0.127273,1.93583,-13,-0.8,3.736308,22.01,17.82,103,24,1,24,24,23,10,19,6,3,39,65,1.66667,20,10,9,1.66667,19,3.16228,1.66667,5,1.73205,1,0,20,0,0,0,19,24,allfeatures-scanalyzer,all-p04.pddl,bfs-f,scanalyzer,0,2,True
scanalyzer3d,scanalyzer3d-16,2,3,16,7,1,26,16,4,0,1,51,1226,1561,2787,4963,0,0,0,16,0,80,16,128,952,5056,16,16,120,2016,0.133333,16.8,126,1,15,7.5,7.5,8,7.5,0.5,252,126,126,238,126,112,15,7.5,7.5,238,126,112,252,126,126,238,126,112,80,1848,3752,0.492537,0.04329,1,28,15.75,0.820312,28,14,0,56,31.5,1.64062,56,28,0,1,/home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/scanalyzer/problems/p03.pddl,72,1088,3,17,5.666667,-10,0.152778,1.87572,-10,-0.75,3.25,17.203125,13.78125,80,19,1,19,19,18,8,18,5,3,34,57,1.67647,16,8,10,1.67647,15,2.64575,1.67647,5,1.73205,1,0,16,0,0,0,15,19,allfeatures-scanalyzer,all-p03.pddl,bfs-f,scanalyzer,1,1,True
scanalyzer3d,scanalyzer3d-31,2,3,28,7,1,65,28,4,0,1,51,10145,5062,15207,34807,0,0,0,28,0,224,28,392,9100,46354,28,28,378,18564,0.074074,49.1111,663,1,27,13.5,13.5,14,13.5,0.5,1326,663,663,1300,663,637,27,13.5,13.5,1300,663,637,1326,663,663,1300,663,637,224,18018,36218,0.497487,0.012432,1,91,48.75,1.18451,91,45.5,0,182,97.5,2.36903,182,91,0,1,/home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/scanalyzer/problems/p11.pddl,210,9800,3,32,10.666667,-19,0.095238,2.004869,-19,-0.857143,4.564727,31.57653,25.867348,149,34,1,34,34,33,14,27,8,3,55,93,1.69091,28,14,13,1.69091,27,3.87298,1.69091,5,1.73205,1,0,28,0,0,0,27,34,allfeatures-scanalyzer,all-p11.pddl,bfs-f,scanalyzer,2,0,True
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,58,1,45,58,42,24,43,7,6,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,allfeatures-scanalyzer,all-p20.pddl,bfs-f,scanalyzer,3,0,True
scanalyzer3d,scanalyzer3d-37,2,3,32,7,1,89,32,4,0,1,51,18873,6856,25729,64385,0,0,0,32,0,288,32,512,17280,89184,32,32,496,38400,0.064516,77.4194,1200,1,31,15.5,15.5,16,15.5,0.5,2400,1200,1200,2160,1200,960,31,15.5,15.5,2160,1200,960,2400,1200,1200,2160,1200,960,288,32640,67200,0.485714,0.008824,1,120,90,10.2751,120,60,0,240,180,20.5503,240,120,0,1,/home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/scanalyzer/problems/p14.pddl,272,18432,2,23,11.5,-15,0.058824,1.229327,-15,-0.65625,3.088379,11.875,9.375,75,25,1,25,25,23,16,16,9,2,48,47,0.979167,32,16,0,0.979167,16,2,0.979167,3,1,1,0,32,0,0,0,31,24,allfeatures-scanalyzer,all-p14.pddl,bfs-f,scanalyzer,4,4,True
scanalyzer3d,scanalyzer3d-22,2,3,20,7,1,41,20,4,0,1,51,3201,2530,5731,12131,0,0,0,20,0,120,20,200,2700,14310,20,20,190,6300,0.105263,33.1579,315,1,19,9.5,9.5,10,9.5,0.5,630,315,315,540,315,225,19,9.5,9.5,540,315,225,630,315,315,540,315,225,120,4950,10350,0.478261,0.024242,1,45,33.75,4.7796,45,22.5,0,90,67.5,9.55919,90,45,0,1,/home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/scanalyzer/problems/p13.pddl,110,3000,2,14,7,-9,0.090909,1.225082,-9,-0.6,2.416609,8.05,6.3,45,16,1,16,16,14,10,10,6,2,30,29,0.966667,20,10,0,0.966667,10,1.41421,0.966667,3,1,1,0,20,0,0,0,19,15,allfeatures-scanalyzer,all-p13.pddl,bfs-f,scanalyzer,5,4,True
scanalyzer3d,scanalyzer3d-59,2,3,16,7,1,17,16,4,0,1,51,32897,6080,38977,186369,0,0,0,16,0,80,8,64,32736,294928,16,16,104,409600,0.153846,3938.46,25600,1,13,6.5,6.5,8,6.5,1.5,51200,25600,25600,43008,25600,17408,13,6.5,6.5,43008,25600,17408,51200,25600,25600,43008,25600,17408,80,73728,311296,0.236842,0.001085,1,896,896,0,896,576,0,3584,3584,0,3584,2304,0,1,/home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/scanalyzer/problems/p01.pddl,72,32768,4,17,4.25,-10,0.138889,3.296907,1,3.0625,2.860698,7.535645,15.666992,250,28,1,26,28,16,16,16,5,4,32,52,1.625,16,12,4,1.625,5,1.73205,1.625,4,1.41421,?,?,?,?,?,?,?,15,allfeatures-scanalyzer,all-p01.pddl,bfs-f,scanalyzer,6,11,True
scanalyzer3d,scanalyzer3d-34,2,3,28,7,1,113,28,4,0,1,51,19601,5782,25383,73207,0,0,0,28,0,224,28,392,17836,98770,28,28,378,53508,0.074074,141.556,1911,1,27,13.5,13.5,14,13.5,0.5,3822,1911,1911,2548,1911,637,27,13.5,13.5,2548,1911,637,3822,1911,1911,2548,1911,637,224,26754,62426,0.428571,0.008373,1,91,91,0,91,45.5,0,182,182,0,182,91,0,1,/home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/scanalyzer/problems/p05.pddl,210,19208,2,20,10,-8,0.066667,0.948851,-8,-0.678571,2.26863,10.607142,8.357142,72,21,1,21,21,20,14,14,8,2,42,28,0.666667,28,14,0,0.666667,1,0,0.666667,2,0,1,0,28,0,0,0,27,21,allfeatures-scanalyzer,all-p05.pddl,bfs-f,scanalyzer,7,3,True
scanalyzer3d,scanalyzer3d-29,2,3,24,7,1,85,24,4,0,1,51,10669,4104,14773,40549,0,0,0,24,0,168,24,288,9504,52776,24,24,276,28512,0.086957,103.304,1188,1,23,11.5,11.5,12,11.5,0.5,2376,1188,1188,1584,1188,396,23,11.5,11.5,1584,1188,396,2376,1188,1188,1584,1188,396,168,14256,33264,0.428571,0.011785,1,66,66,0,66,33,0,132,132,0,132,66,0,1,/home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/scanalyzer/problems/p02.pddl,156,10368,2,17,8.5,-7,0.076923,0.977559,-7,-0.666667,2.153808,9.333333,7.333333,61,18,1,18,18,17,12,12,7,2,36,24,0.666667,24,12,0,0.666667,1,0,0.666667,2,0,1,0,24,0,0,0,23,18,allfeatures-scanalyzer,all-p02.pddl,bfs-f,scanalyzer,8,0,True
scanalyzer3d,scanalyzer3d-56,2,3,16,7,1,14,16,4,0,1,51,20606,4328,24934,110886,0,0,0,16,0,80,8,64,20448,178192,16,16,72,231424,0.222222,3214.22,14464,1,13,4.5,5.31507,5,4.5,0.5,36352,14464,15387.2,32256,14464,12984.9,13,4.5,5.31507,32256,14464,12984.9,36352,14464,15387.2,32256,14464,12984.9,80,61440,249856,0.245902,0.001302,1,896,576,60,896,480,15,3584,2304,240,3584,1920,15,1,/home/isabel/Escritorio/seq-sat-Features/dominios_learning/seq-sat/scanalyzer/problems/p08.pddl,72,20480,6,25,4.166667,-19,0.208333,5.542606,1,5.125,6.081478,15.981201,50.992188,751,36,1,29,36,24,16,27,6,6,43,131,3.04651,16,11,16,3.04651,22,4.47214,3.04651,10,3,?,?,?,?,?,?,?,23,allfeatures-scanalyzer,all-p08.pddl,bfs-f,scanalyzer,9,1,True
